WEEK_NUM,GAME_DATE,GAME_TIME_SCORE,AWAY_SCHOOL,HOME_SCHOOL,GAME_LOCATION
4,"Saturday, September 24, 2022 ","ODU 29, ARST 26",2032,295,"Norfolk, VA"
4,"Saturday, September 24, 2022 ","HOU 34, RICE 27",242,248,"Houston, TX"
4,"Saturday, September 24, 2022 ","IOWA 27, RUTG 10",2294,164,"Piscataway, NJ"
4,"Saturday, September 24, 2022 ","USM 27, TULN 24",2572,2655,"New Orleans, LA"
4,"Saturday, September 24, 2022 ","UNLV 34, USU 24",2439,328,"Logan, UT"
4,"Saturday, September 24, 2022 ","TXST 34, HCU 0",2277,326,"San Marcos, TX"
4,"Saturday, September 24, 2022 ","TROY 16, MRSH 7",276,2653,"Troy, AL"
4,"Saturday, September 24, 2022 ","USA 38, LT 14",2348,6,"Mobile, AL"
4,"Saturday, September 24, 2022 ","LSU 38, UNM 0",167,99,"Baton Rouge, LA"
4,"Saturday, September 24, 2022 ","M-OH 17, NU 14",193,77,"Evanston, IL"
4,"Saturday, September 24, 2022 ","SC 56, CLT 20",2429,2579,"Columbia, SC"
4,"Saturday, September 24, 2022 ","PUR 28, FAU 26",2226,2509,"West Lafayette, IN"
4,"Saturday, September 24, 2022 ","NMSU 45, HAW 26",62,166,"Las Cruces, NM"
4,"Saturday, September 24, 2022 ","FSU 44, BC 14",103,52,"Tallahassee, FL"
4,"Saturday, September 24, 2022 ","ULM 21, UL 17",309,2433,"Monroe, LA"
4,"Saturday, September 24, 2022 ","SJSU 34, WMU 6",2711,23,"San Jose, CA"
5,"Thursday, September 29, 2022 ","BYU 38, USU 26",328,252,"Provo, UT"
5,"Thursday, September 29, 2022 ","SC 50, SCST 10",2569,2579,"Columbia, SC"
5,"Friday, September 30, 2022 ","UCLA 40, WASH 32",264,26,"Pasadena, CA"
5,"Friday, September 30, 2022 ","TULN 27, HOU 24 (OT)",2655,248,"Houston, TX"
5,"Friday, September 30, 2022 ","UTSA 45, MTSU 30",2636,2393,"Murfreesboro, TN"
5,"Friday, September 30, 2022 ","BOIS 35, SDSU 13",21,68,"Boise, ID"
5,"Friday, September 30, 2022 ","UNLV 31, UNM 20",167,2439,"Las Vegas, NV"
5,"Saturday, October 1, 2022 ","UGA 26, MIZ 22",61,142,"Columbia, MO"
5,"Saturday, October 1, 2022 ","ALA 49, ARK 26",333,8,"Fayetteville, AR"
5,"Saturday, October 1, 2022 ","OSU 49, RUTG 10",164,194,"Columbus, OH"
5,"Saturday, October 1, 2022 ","MICH 27, IOWA 14",130,2294,"Iowa City, IA"
5,"Saturday, October 1, 2022 ","CLEM 30, NCST 20",152,228,"Clemson, SC"
5,"Saturday, October 1, 2022 ","USC 42, ASU 25",9,30,"Los Angeles, CA"
5,"Saturday, October 1, 2022 ","MISS 22, UK 19",96,145,"Oxford, MS"
5,"Saturday, October 1, 2022 ","OKST 36, BAY 25",197,239,"Waco, TX"
5,"Saturday, October 1, 2022 ","PSU 17, NU 7",77,213,"University Park, PA"
5,"Saturday, October 1, 2022 ","UTAH 42, ORST 16",204,254,"Salt Lake City, UT"
5,"Saturday, October 1, 2022 ","ORE 45, STAN 27",24,2483,"Eugene, OR"
5,"Saturday, October 1, 2022 ","MSST 42, TA&M 24",245,344,"Starkville, MS"
5,"Saturday, October 1, 2022 ","TCU 55, OU 24",201,2628,"Fort Worth, TX"
5,"Saturday, October 1, 2022 ","PUR 20, MINN 10",2509,135,"Minneapolis, MN"
5,"Saturday, October 1, 2022 ","WAKE 31, FSU 21",154,52,"Tallahassee, FL"
5,"Saturday, October 1, 2022 ","GT 26, PITT 21",59,221,"Pittsburgh, PA"
5,"Saturday, October 1, 2022 ","KSU 37, TTU 28",2641,2306,"Manhattan, KS"
5,"Saturday, October 1, 2022 ","GAST 31, ARMY 14",2247,349,"West Point, NY"
5,"Saturday, October 1, 2022 ","ILL 34, WISC 10",356,275,"Madison, WI"
5,"Saturday, October 1, 2022 ","BC 34, LOU 33",97,103,"Chestnut Hill, MA"
5,"Saturday, October 1, 2022 ","AFA 13, NAVY 10",2426,2005,"USAF Academy, CO"
5,"Saturday, October 1, 2022 ","MEM 24, TEM 3",218,235,"Memphis, TN"
5,"Saturday, October 1, 2022 ","JMU 40, TXST 13",326,256,"Harrisonburg, VA"
5,"Saturday, October 1, 2022 ","EMU 20, MASS 13",113,2199,"Ypsilanti, MI"
5,"Saturday, October 1, 2022 ","BALL 44, NIU 38 (2OT)",2459,2050,"Muncie, IN"
5,"Saturday, October 1, 2022 ","ECU 48, USF 28",151,58,"Boca Raton, FL"
5,"Saturday, October 1, 2022 ","KU 14, ISU 11",66,2305,"Lawrence, KS"
5,"Saturday, October 1, 2022 ","CONN 19, FRES 14",278,41,"East Hartford, CT"
5,"Saturday, October 1, 2022 ","MD 27, MSU 13",127,120,"College Park, MD"
5,"Saturday, October 1, 2022 ","UNC 41, VT 10",259,153,"Chapel Hill, NC"
5,"Saturday, October 1, 2022 ","TOL 38, CMU 17",2117,2649,"Toledo, OH"
5,"Saturday, October 1, 2022 ","BGSU 31, AKR 28",189,2006,"Akron, OH"
5,"Saturday, October 1, 2022 ","BUFF 24, M-OH 20",193,2084,"Buffalo, NY"
5,"Saturday, October 1, 2022 ","KENT 31, OHIO 24 (OT)",195,2309,"Kent, OH"
5,"Saturday, October 1, 2022 ","APP 49, CIT 0",2643,2026,"Boone, NC"
5,"Saturday, October 1, 2022 ","MRSH 28, GWEB 7",2241,276,"Huntington, WV"
5,"Saturday, October 1, 2022 ","UNT 45, FAU 28",2226,249,"Denton, TX"
5,"Saturday, October 1, 2022 ","SYR 59, WAG 0",2681,183,"Syracuse, NY"
5,"Saturday, October 1, 2022 ","USA 20, UL 17",6,309,"Lafayette, LA"
5,"Saturday, October 1, 2022 ","WSU 28, CAL 9",25,265,"Pullman, WA"
5,"Saturday, October 1, 2022 ","LIB 38, ODU 24",2335,295,"Norfolk, VA"
5,"Saturday, October 1, 2022 ","WMU 44, UNH 7",160,2711,"Kalamazoo, MI"
5,"Saturday, October 1, 2022 ","UTEP 41, CLT 35",2638,2429,"Charlotte, NC"
5,"Saturday, October 1, 2022 ","LSU 21, AUB 17",99,2,"Auburn, AL"
5,"Saturday, October 1, 2022 ","CIN 31, TLSA 21",2132,202,"Tulsa, OK"
5,"Saturday, October 1, 2022 ","CCU 34, GASO 30",290,324,"Conway, SC"
5,"Saturday, October 1, 2022 ","ARST 45, ULM 28",2433,2032,"Jonesboro, AR"
5,"Saturday, October 1, 2022 ","TROY 34, WKU 27",2653,98,"Bowling Green, KY"
5,"Saturday, October 1, 2022 ","TEX 38, WVU 20",277,251,"Austin, TX"
5,"Saturday, October 1, 2022 ","NEB 35, IU 21",84,158,"Lincoln, NE"
5,"Saturday, October 1, 2022 ","DUKE 38, UVA 17",258,150,"Durham, NC"
5,"Saturday, October 1, 2022 ","SJSU 33, WYO 16",23,2751,"Laramie, WY"
5,"Saturday, October 1, 2022 ","RICE 28, UAB 24",5,242,"Houston, TX"
5,"Saturday, October 1, 2022 ","FIU 21, NMSU 7",2229,166,"Las Cruces, NM"
5,"Saturday, October 1, 2022 ","ARIZ 43, COLO 20",38,12,"Tucson, AZ"
5,"Sunday, October 2, 2022 ","FLA 52, EWU 17",331,57,"Gainesville, FL"
6,"Wednesday, October 5, 2022 ","UCF 41, SMU 19",2567,2116,"Orlando, FL"
6,"Friday, October 7, 2022 ","NEB 14, RUTG 13",158,164,"Piscataway, NJ"
6,"Friday, October 7, 2022 ","HOU 33, MEM 32",248,235,"Memphis, TN"
6,"Friday, October 7, 2022 ","CSU 17, NEV 14",36,2440,"Reno, NV"
6,"Friday, October 7, 2022 ","SJSU 40, UNLV 7",2439,23,"San Jose, CA"
6,"Saturday, October 8, 2022 ","ALA 24, TA&M 20",245,333,"Tuscaloosa, AL"
6,"Saturday, October 8, 2022 ","UGA 42, AUB 10",2,61,"Athens, GA"
6,"Saturday, October 8, 2022 ","OSU 49, MSU 20",194,127,"East Lansing, MI"
6,"Saturday, October 8, 2022 ","MICH 31, IU 10",130,84,"Bloomington, IN"
6,"Saturday, October 8, 2022 ","CLEM 31, BC 3",228,103,"Chestnut Hill, MA"
6,"Saturday, October 8, 2022 ","USC 30, WSU 14",265,30,"Los Angeles, CA"
6,"Saturday, October 8, 2022 ","OKST 41, TTU 31",2641,197,"Stillwater, OK"
6,"Saturday, October 8, 2022 ","TENN 40, LSU 13",2633,99,"Baton Rouge, LA"
6,"Saturday, October 8, 2022 ","MISS 52, VAN 28",145,238,"Nashville, TN"
6,"Saturday, October 8, 2022 ","UCLA 42, UTAH 32",254,26,"Pasadena, CA"
6,"Saturday, October 8, 2022 ","ORE 49, ARIZ 22",2483,12,"Tucson, AZ"
6,"Saturday, October 8, 2022 ","SC 24, UK 14",2579,96,"Lexington, KY"
6,"Saturday, October 8, 2022 ","NCST 19, FSU 17",52,152,"Raleigh, NC"
6,"Saturday, October 8, 2022 ","WAKE 45, ARMY 10",349,154,"Winston-Salem, NC"
6,"Saturday, October 8, 2022 ","ND 28, BYU 20",252,87,"Las Vegas, NV"
6,"Saturday, October 8, 2022 ","TCU 38, KU 31",2628,2305,"Lawrence, KS"
6,"Saturday, October 8, 2022 ","KSU 10, ISU 9",2306,66,"Ames, IA"
6,"Saturday, October 8, 2022 ","ASU 45, WASH 38",264,9,"Tempe, AZ"
6,"Saturday, October 8, 2022 ","MSST 40, ARK 17",8,344,"Starkville, MS"
6,"Saturday, October 8, 2022 ","CIN 28, USF 24",58,2132,"Cincinnati, OH"
6,"Saturday, October 8, 2022 ","FLA 24, MIZ 17",142,57,"Gainesville, FL"
6,"Saturday, October 8, 2022 ","TEX 49, OU 0",251,201,"Dallas, TX"
6,"Saturday, October 8, 2022 ","PUR 31, MD 29",2509,120,"College Park, MD"
6,"Saturday, October 8, 2022 ","LOU 34, UVA 17",97,258,"Charlottesville, VA"
6,"Saturday, October 8, 2022 ","EMU 45, WMU 23",2199,2711,"Kalamazoo, MI"
6,"Saturday, October 8, 2022 ","BUFF 38, BGSU 7",2084,189,"Bowling Green, OH"
6,"Saturday, October 8, 2022 ","OHIO 55, AKR 34",2006,195,"Athens, OH"
6,"Saturday, October 8, 2022 ","GAST 41, GASO 33",290,2247,"Atlanta, GA"
6,"Saturday, October 8, 2022 ","LIB 42, MASS 24",2335,113,"Amherst, MA"
6,"Saturday, October 8, 2022 ","WISC 42, NU 7",275,77,"Evanston, IL"
6,"Saturday, October 8, 2022 ","PITT 45, VT 29",259,221,"Pittsburgh, PA"
6,"Saturday, October 8, 2022 ","TULN 24, ECU 9",151,2655,"New Orleans, LA"
6,"Saturday, October 8, 2022 ","NAVY 53, TLSA 21",202,2426,"Annapolis, MD"
6,"Saturday, October 8, 2022 ","BALL 17, CMU 16",2050,2117,"Mount Pleasant, MI"
6,"Saturday, October 8, 2022 ","TOL 52, NIU 32",2649,2459,"DeKalb, IL"
6,"Saturday, October 8, 2022 ","M-OH 27, KENT 24",2309,193,"Oxford, OH"
6,"Saturday, October 8, 2022 ","UAB 41, MTSU 14",2393,5,"Birmingham, AL"
6,"Saturday, October 8, 2022 ","GT 23, DUKE 20 (OT)",150,59,"Atlanta, GA"
6,"Saturday, October 8, 2022 ","UNC 27, MIA 24",153,2390,"Miami Gardens, FL"
6,"Saturday, October 8, 2022 ","UTSA 31, WKU 28",98,2636,"San Antonio, TX"
6,"Saturday, October 8, 2022 ","USU 34, AFA 27",2005,328,"Logan, UT"
6,"Saturday, October 8, 2022 ","WYO 27, UNM 14",2751,167,"Albuquerque, NM"
6,"Saturday, October 8, 2022 ","JMU 42, ARST 20",256,2032,"Jonesboro, AR"
6,"Saturday, October 8, 2022 ","TXST 36, APP 24",2026,326,"San Marcos, TX"
6,"Saturday, October 8, 2022 ","TROY 27, USM 10",2572,2653,"Troy, AL"
6,"Saturday, October 8, 2022 ","CONN 33, FIU 12",41,2229,"Miami, FL"
6,"Saturday, October 8, 2022 ","LT 41, UTEP 31",2638,2348,"Ruston, LA"
6,"Saturday, October 8, 2022 ","ILL 9, IOWA 6",2294,356,"Champaign, IL"
6,"Saturday, October 8, 2022 ","CCU 28, ULM 21",324,2433,"Monroe, LA"
6,"Saturday, October 8, 2022 ","BOIS 40, FRES 20",278,68,"Boise, ID"
6,"Saturday, October 8, 2022 ","SDSU 16, HAW 14",62,21,"San Diego, CA"
6,"Saturday, October 8, 2022 ","ORST 28, STAN 27",204,24,"Stanford, CA"
7,"Wednesday, October 12, 2022 ","UL 23, MRSH 13",309,276,"Huntington, WV"
7,"Thursday, October 13, 2022 ","WVU 43, BAY 40",239,277,"Morgantown, WV"
7,"Thursday, October 13, 2022 ","UCF 70, TEM 13",218,2116,"Orlando, FL"
7,"Friday, October 14, 2022 ","SMU 40, NAVY 34",2426,2567,"Dallas, TX"
7,"Friday, October 14, 2022 ","UTSA 30, FIU 10",2636,2229,"Miami, FL"
7,"Saturday, October 15, 2022 ","UGA 55, VAN 0",238,61,"Athens, GA"
7,"Saturday, October 15, 2022 ","TENN 52, ALA 49",333,2633,"Knoxville, TN"
7,"Saturday, October 15, 2022 ","CLEM 34, FSU 28",228,52,"Tallahassee, FL"
7,"Saturday, October 15, 2022 ","MICH 41, PSU 17",213,130,"Ann Arbor, MI"
7,"Saturday, October 15, 2022 ","UTAH 43, USC 42",30,254,"Salt Lake City, UT"
7,"Saturday, October 15, 2022 ","TCU 43, OKST 40 (2OT)",197,2628,"Fort Worth, TX"
7,"Saturday, October 15, 2022 ","MISS 48, AUB 34",2,145,"Oxford, MS"
7,"Saturday, October 15, 2022 ","SYR 24, NCST 9",152,183,"Syracuse, NY"
7,"Saturday, October 15, 2022 ","UK 27, MSST 17",344,96,"Lexington, KY"
7,"Saturday, October 15, 2022 ","OU 52, KU 42",2305,201,"Norman, OK"
7,"Saturday, October 15, 2022 ","TEX 24, ISU 21",66,251,"Austin, TX"
7,"Saturday, October 15, 2022 ","ILL 26, MINN 14",135,356,"Champaign, IL"
7,"Saturday, October 15, 2022 ","GASO 45, JMU 38",256,290,"Statesboro, GA"
7,"Saturday, October 15, 2022 ","ARMY 42, COLG 17",2142,349,"West Point, NY"
7,"Saturday, October 15, 2022 ","CMU 28, AKR 21",2117,2006,"Akron, OH"
7,"Saturday, October 15, 2022 ","BGSU 17, M-OH 13",193,189,"Bowling Green, OH"
7,"Saturday, October 15, 2022 ","ODU 49, CCU 21",295,324,"Conway, SC"
7,"Saturday, October 15, 2022 ","MIA 20, VT 14",2390,259,"Blacksburg, VA"
7,"Saturday, October 15, 2022 ","BUFF 34, MASS 7",2084,113,"Amherst, MA"
7,"Saturday, October 15, 2022 ","COLO 20, CAL 13 (OT)",25,38,"Boulder, CO"
7,"Saturday, October 15, 2022 ","BALL 25, CONN 21",41,2050,"Muncie, IN"
7,"Saturday, October 15, 2022 ","ARK 52, BYU 35",8,252,"Provo, UT"
7,"Saturday, October 15, 2022 ","LIB 21, GWEB 20",2241,2335,"Lynchburg, VA"
7,"Saturday, October 15, 2022 ","MD 38, IU 33",120,84,"Bloomington, IN"
7,"Saturday, October 15, 2022 ","NIU 39, EMU 10",2459,2199,"Ypsilanti, MI"
7,"Saturday, October 15, 2022 ","TOL 52, KENT 31",2309,2649,"Toledo, OH"
7,"Saturday, October 15, 2022 ","OHIO 33, WMU 14",195,2711,"Kalamazoo, MI"
7,"Saturday, October 15, 2022 ","TROY 17, TXST 14",326,2653,"Troy, AL"
7,"Saturday, October 15, 2022 ","UAB 34, CLT 20",2429,5,"Birmingham, AL"
7,"Saturday, October 15, 2022 ","WKU 35, MTSU 17",98,2393,"Murfreesboro, TN"
7,"Saturday, October 15, 2022 ","MSU 34, WISC 28 (2OT)",275,127,"East Lansing, MI"
7,"Saturday, October 15, 2022 ","TULN 45, USF 31",2655,58,"Tampa, FL"
7,"Saturday, October 15, 2022 ","UNT 47, LT 27",2348,249,"Denton, TX"
7,"Saturday, October 15, 2022 ","WASH 49, ARIZ 39",12,264,"Seattle, WA"
7,"Saturday, October 15, 2022 ","FAU 17, RICE 14",242,2226,"Boca Raton, FL"
7,"Saturday, October 15, 2022 ","LSU 45, FLA 35",99,57,"Gainesville, FL"
7,"Saturday, October 15, 2022 ","USU 17, CSU 13",328,36,"Fort Collins, CO"
7,"Saturday, October 15, 2022 ","USA 41, ULM 34",2433,6,"Mobile, AL"
7,"Saturday, October 15, 2022 ","USM 20, ARST 19",2032,2572,"Hattiesburg, MS"
7,"Saturday, October 15, 2022 ","STAN 16, ND 14",24,87,"Notre Dame, IN"
7,"Saturday, October 15, 2022 ","PUR 43, NEB 37",158,2509,"West Lafayette, IN"
7,"Saturday, October 15, 2022 ","ECU 47, MEM 45 (4OT)",235,151,"Greenville, NC"
7,"Saturday, October 15, 2022 ","NMSU 21, UNM 9",167,166,"Las Cruces, NM"
7,"Saturday, October 15, 2022 ","UNC 38, DUKE 35",153,150,"Durham, NC"
7,"Saturday, October 15, 2022 ","ORST 24, WSU 10",265,204,"Corvallis, OR"
7,"Saturday, October 15, 2022 ","AFA 42, UNLV 7",2005,2439,"Las Vegas, NV"
7,"Saturday, October 15, 2022 ","FRES 17, SJSU 10",23,278,"Fresno, CA"
7,"Saturday, October 15, 2022 ","HAW 31, NEV 16",2440,62,"Honolulu, HI"
8,"Wednesday, October 19, 2022 ","APP 42, GAST 17",2247,2026,"Boone, NC"
8,"Thursday, October 20, 2022 ","UVA 16, GT 9",258,59,"Atlanta, GA"
8,"Thursday, October 20, 2022 ","TROY 10, USA 6",2653,6,"Mobile, AL"
8,"Friday, October 21, 2022 ","TLSA 27, TEM 16",202,218,"Philadelphia, PA"
8,"Friday, October 21, 2022 ","WKU 20, UAB 17",5,98,"Bowling Green, KY"
8,"Saturday, October 22, 2022 ","OSU 54, IOWA 10",2294,194,"Columbus, OH"
8,"Saturday, October 22, 2022 ","TENN 65, UTM 24",2630,2633,"Knoxville, TN"
8,"Saturday, October 22, 2022 ","CLEM 27, SYR 21",183,228,"Clemson, SC"
8,"Saturday, October 22, 2022 ","ALA 30, MSST 6",344,333,"Tuscaloosa, AL"
8,"Saturday, October 22, 2022 ","LSU 45, MISS 20",145,99,"Baton Rouge, LA"
8,"Saturday, October 22, 2022 ","TCU 38, KSU 28",2306,2628,"Fort Worth, TX"
8,"Saturday, October 22, 2022 ","ORE 45, UCLA 30",26,2483,"Eugene, OR"
8,"Saturday, October 22, 2022 ","OKST 41, TEX 34",251,197,"Stillwater, OK"
8,"Saturday, October 22, 2022 ","WAKE 43, BC 15",103,154,"Winston-Salem, NC"
8,"Saturday, October 22, 2022 ","PSU 45, MINN 17",135,213,"University Park, PA"
8,"Saturday, October 22, 2022 ","CIN 29, SMU 27",2132,2567,"Dallas, TX"
8,"Saturday, October 22, 2022 ","TULN 38, MEM 28",235,2655,"New Orleans, LA"
8,"Saturday, October 22, 2022 ","BAY 35, KU 23",2305,239,"Waco, TX"
8,"Saturday, October 22, 2022 ","ARMY 48, ULM 24",2433,349,"West Point, NY"
8,"Saturday, October 22, 2022 ","RUTG 24, IU 17",84,164,"Piscataway, NJ"
8,"Saturday, October 22, 2022 ","HOU 38, NAVY 20",248,2426,"Annapolis, MD"
8,"Saturday, October 22, 2022 ","KENT 33, AKR 27",2006,2309,"Kent, OH"
8,"Saturday, October 22, 2022 ","DUKE 45, MIA 21",150,2390,"Miami Gardens, FL"
8,"Saturday, October 22, 2022 ","BUFF 34, TOL 27",2649,2084,"Buffalo, NY"
8,"Saturday, October 22, 2022 ","BGSU 34, CMU 18",189,2117,"Mount Pleasant, MI"
8,"Saturday, October 22, 2022 ","EMU 20, BALL 16",2199,2050,"Muncie, IN"
8,"Saturday, October 22, 2022 ","OHIO 24, NIU 17",2459,195,"Athens, OH"
8,"Saturday, October 22, 2022 ","ND 44, UNLV 21",2439,87,"Notre Dame, IN"
8,"Saturday, October 22, 2022 ","TTU 48, WVU 10",277,2641,"Lubbock, TX"
8,"Saturday, October 22, 2022 ","RICE 42, LT 41 (OT)",242,2348,"Ruston, LA"
8,"Saturday, October 22, 2022 ","LIB 41, BYU 14",252,2335,"Lynchburg, VA"
8,"Saturday, October 22, 2022 ","WISC 35, PUR 24",2509,275,"Madison, WI"
8,"Saturday, October 22, 2022 ","MD 31, NU 24",77,120,"College Park, MD"
8,"Saturday, October 22, 2022 ","WMU 16, M-OH 10",2711,193,"Oxford, OH"
8,"Saturday, October 22, 2022 ","MRSH 26, JMU 12",276,256,"Harrisonburg, VA"
8,"Saturday, October 22, 2022 ","GASO 28, ODU 23",290,295,"Norfolk, VA"
8,"Saturday, October 22, 2022 ","FIU 34, CLT 15",2229,2429,"Charlotte, NC"
8,"Saturday, October 22, 2022 ","UTSA 31, UNT 27",249,2636,"San Antonio, TX"
8,"Saturday, October 22, 2022 ","MIZ 17, VAN 14",238,142,"Columbia, MO"
8,"Saturday, October 22, 2022 ","STAN 15, ASU 14",9,24,"Stanford, CA"
8,"Saturday, October 22, 2022 ","CSU 17, HAW 13",62,36,"Fort Collins, CO"
8,"Saturday, October 22, 2022 ","UTEP 24, FAU 21",2226,2638,"El Paso, TX"
8,"Saturday, October 22, 2022 ","UL 38, ARST 18",2032,309,"Lafayette, LA"
8,"Saturday, October 22, 2022 ","USM 20, TXST 14",2572,326,"San Marcos, TX"
8,"Saturday, October 22, 2022 ","FRES 41, UNM 9",278,167,"Albuquerque, NM"
8,"Saturday, October 22, 2022 ","BOIS 19, AFA 14",68,2005,"USAF Academy, CO"
8,"Saturday, October 22, 2022 ","SC 30, TA&M 24",245,2579,"Columbia, SC"
8,"Saturday, October 22, 2022 ","ECU 34, UCF 13",2116,151,"Greenville, NC"
8,"Saturday, October 22, 2022 ","ORST 42, COLO 9",38,204,"Corvallis, OR"
8,"Saturday, October 22, 2022 ","LOU 24, PITT 10",221,97,"Louisville, KY"
8,"Saturday, October 22, 2022 ","WYO 28, USU 14",328,2751,"Laramie, WY"
8,"Saturday, October 22, 2022 ","WASH 28, CAL 21",264,25,"Berkeley, CA"
8,"Saturday, October 22, 2022 ","SDSU 23, NEV 7",21,2440,"Reno, NV"
8,"Saturday, October 22, 2022 ",Postponed,23,166,"Las Cruces, NM"
9,"Thursday, October 27, 2022 ","UTAH 21, WSU 17",254,265,"Pullman, WA"
9,"Thursday, October 27, 2022 ","NCST 22, VT 21",259,152,"Raleigh, NC"
9,"Thursday, October 27, 2022 ","USM 39, UL 24",309,2572,"Hattiesburg, MS"
9,"Friday, October 28, 2022 ","ECU 27, BYU 24",151,252,"Provo, UT"
9,"Friday, October 28, 2022 ","FIU 42, LT 34 (2OT)",2348,2229,"Miami, FL"
9,"Saturday, October 29, 2022 ","UGA 42, FLA 20",57,61,"Jacksonville, FL"
9,"Saturday, October 29, 2022 ","OSU 44, PSU 31",194,213,"University Park, PA"
9,"Saturday, October 29, 2022 ","TENN 44, UK 6",96,2633,"Knoxville, TN"
9,"Saturday, October 29, 2022 ","MICH 29, MSU 7",127,130,"Ann Arbor, MI"
9,"Saturday, October 29, 2022 ","TCU 41, WVU 31",2628,277,"Morgantown, WV"
9,"Saturday, October 29, 2022 ","ORE 42, CAL 24",2483,25,"Berkeley, CA"
9,"Saturday, October 29, 2022 ","KSU 48, OKST 0",197,2306,"Manhattan, KS"
9,"Saturday, October 29, 2022 ","LOU 48, WAKE 21",154,97,"Louisville, KY"
9,"Saturday, October 29, 2022 ","USC 45, ARIZ 37",30,12,"Tucson, AZ"
9,"Saturday, October 29, 2022 ","UCLA 38, STAN 13",24,26,"Pasadena, CA"
9,"Saturday, October 29, 2022 ","MISS 31, TA&M 28",145,245,"College Station, TX"
9,"Saturday, October 29, 2022 ","ND 41, SYR 24",87,183,"Syracuse, NY"
9,"Saturday, October 29, 2022 ","ILL 26, NEB 9",356,158,"Lincoln, NE"
9,"Saturday, October 29, 2022 ","UCF 25, CIN 21",2132,2116,"Orlando, FL"
9,"Saturday, October 29, 2022 ","UNC 42, PITT 24",221,153,"Chapel Hill, NC"
9,"Saturday, October 29, 2022 ","MIZ 23, SC 10",142,2579,"Columbia, SC"
9,"Saturday, October 29, 2022 ","ARK 41, AUB 27",8,2,"Auburn, AL"
9,"Saturday, October 29, 2022 ","OU 27, ISU 13",201,66,"Ames, IA"
9,"Saturday, October 29, 2022 ","CONN 13, BC 3",103,41,"East Hartford, CT"
9,"Saturday, October 29, 2022 ","FSU 41, GT 16",59,52,"Tallahassee, FL"
9,"Saturday, October 29, 2022 ","HOU 42, USF 27",58,248,"Houston, TX"
9,"Saturday, October 29, 2022 ","TOL 27, EMU 24",2649,2199,"Ypsilanti, MI"
9,"Saturday, October 29, 2022 ","M-OH 27, AKR 9",193,2006,"Akron, OH"
9,"Saturday, October 29, 2022 ","MIA 14, UVA 12 (4OT)",2390,258,"Charlottesville, VA"
9,"Saturday, October 29, 2022 ","CLT 56, RICE 23",2429,242,"Houston, TX"
9,"Saturday, October 29, 2022 ","MINN 31, RUTG 0",164,135,"Minneapolis, MN"
9,"Saturday, October 29, 2022 ","GAST 31, ODU 17",295,2247,"Atlanta, GA"
9,"Saturday, October 29, 2022 ","IOWA 33, NU 13",77,2294,"Iowa City, IA"
9,"Saturday, October 29, 2022 ","NMSU 23, MASS 13",166,113,"Amherst, MA"
9,"Saturday, October 29, 2022 ","NAVY 27, TEM 20 (OT)",218,2426,"Annapolis, MD"
9,"Saturday, October 29, 2022 ","SMU 45, TLSA 34",2567,202,"Tulsa, OK"
9,"Saturday, October 29, 2022 ","APP 42, RMU 3",2523,2026,"Boone, NC"
9,"Saturday, October 29, 2022 ","UNT 40, WKU 13",249,98,"Bowling Green, KY"
9,"Saturday, October 29, 2022 ","USA 31, ARST 3",6,2032,"Jonesboro, AR"
9,"Saturday, October 29, 2022 ","BOIS 49, CSU 10",36,68,"Boise, ID"
9,"Saturday, October 29, 2022 ","CCU 24, MRSH 13",324,276,"Huntington, WV"
9,"Saturday, October 29, 2022 ","FAU 24, UAB 17",5,2226,"Boca Raton, FL"
9,"Saturday, October 29, 2022 ","ASU 42, COLO 34",9,38,"Boulder, CO"
9,"Saturday, October 29, 2022 ","BAY 45, TTU 17",239,2641,"Lubbock, TX"
9,"Saturday, October 29, 2022 ","MTSU 24, UTEP 13",2393,2638,"El Paso, TX"
9,"Saturday, October 29, 2022 ","FRES 32, SDSU 28",21,278,"Fresno, CA"
9,"Saturday, October 29, 2022 ","SJSU 35, NEV 28",2440,23,"San Jose, CA"
9,"Saturday, October 29, 2022 ","WYO 27, HAW 20",2751,62,"Honolulu, HI"
10,"Tuesday, November 1, 2022 ","BALL 27, KENT 20",2050,2309,"Kent, OH"
10,"Tuesday, November 1, 2022 ","OHIO 45, BUFF 24",2084,195,"Athens, OH"
10,"Wednesday, November 2, 2022 ","CMU 35, NIU 22",2117,2459,"DeKalb, IL"
10,"Wednesday, November 2, 2022 ","BGSU 13, WMU 9",2711,189,"Bowling Green, OH"
10,"Thursday, November 3, 2022 ","RICE 37, UTEP 30",2638,242,"Houston, TX"
10,"Thursday, November 3, 2022 ","CCU 35, APP 28",2026,324,"Conway, SC"
10,"Friday, November 4, 2022 ","WASH 24, ORST 21",204,264,"Seattle, WA"
10,"Friday, November 4, 2022 ","CONN 27, MASS 10",113,41,"East Hartford, CT"
10,"Friday, November 4, 2022 ","DUKE 38, BC 31",150,103,"Chestnut Hill, MA"
10,"Saturday, November 5, 2022 ","UGA 27, TENN 13",2633,61,"Athens, GA"
10,"Saturday, November 5, 2022 ","OSU 21, NU 7",194,77,"Evanston, IL"
10,"Saturday, November 5, 2022 ","ND 35, CLEM 14",228,87,"Notre Dame, IN"
10,"Saturday, November 5, 2022 ","MICH 52, RUTG 17",130,164,"Piscataway, NJ"
